timestamp,agent_name,agent_id,agent_ip,rule_level,rule_id,rule_description,location,srcip,full_log
2026-04-09T13:14:02.664-0400,sysmon,006,192.168.0.167,15,100004,Mimikatz usage detected,EventChannel,,"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Sysmon"",""providerGuid"":""{5770385f-c22a-43e0-bf4c-06f5698ffbd9}"",""eventID"":""1"",""version"":""5"",""level"":""4"",""task"":""1"",""opcode"":""0"",""keywords"":""0x8000000000000000"",""systemTime"":""2026-04-09T11:14:46.7355924Z"",""eventRecordID"":""14049"",""processID"":""5644"",""threadID"":""6396"",""channel"":""Microsoft-Windows-Sysmon/Operational"",""computer"":""DESKTOP-78VO0O1"",""severityValue"":""INFORMATION"",""message"":""\""Process Create:\r\nRuleName: -\r\nUtcTime: 2026-04-09 11:14:46.722\r\nProcessGuid: {a56edf8c-8a26-69d7-9d05-000000000c00}\r\nProcessId: 236\r\nImage: C:\\Temp\\mimikatz.exe\r\nFileVersion: 10.0.19041.1 (WinBuild.160101.0800)\r\nDescription: whoami - displays logged on user information\r\nProduct: Microsoft® Windows® Operating System\r\nCompany: Microsoft Corporation\r\nOriginalFileName: whoami.exe\r\nCommandLine: \""C:\\Temp\\mimikatz.exe\""\r\nCurrentDirectory: C:\\Temp\\\r\nUser: DESKTOP-78VO0O1\\sysmo\r\nLogonGuid: {a56edf8c-9172-69a1-dbcd-060000000000}\r\nLogonId: 0x6CDDB\r\nTerminalSessionId: 1\r\nIntegrityLevel: High\r\nHashes: SHA256=1D4902A04D99E8CCBFE7085E63155955FEE397449D386453F6C452AE407B8743\r\nParentProcessGuid: {a56edf8c-11e8-69a4-8103-000000000c00}\r\nParentProcessId: 292\r\nParentImage: C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\r\nParentCommandLine: \""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" \r\nParentUser: DESKTOP-78VO0O1\\sysmo\""""},""eventdata"":{""utcTime"":""2026-04-09 11:14:46.722"",""processGuid"":""{a56edf8c-8a26-69d7-9d05-000000000c00}"",""processId"":""236"",""image"":""C:\\\\Temp\\\\mimikatz.exe"",""fileVersion"":""10.0.19041.1 (WinBuild.160101.0800)"",""description"":""whoami - displays logged on user information"",""product"":""Microsoft® Windows® Operating System"",""company"":""Microsoft Corporation"",""originalFileName"":""whoami.exe"",""commandLine"":""\\\""C:\\\\Temp\\\\mimikatz.exe\\\"""",""currentDirectory"":""C:\\\\Temp\\\\"",""user"":""DESKTOP-78VO0O1\\\\sysmo"",""logonGuid"":""{a56edf8c-9172-69a1-dbcd-060000000000}"",""logonId"":""0x6cddb"",""terminalSessionId"":""1"",""integrityLevel"":""High"",""hashes"":""SHA256=1D4902A04D99E8CCBFE7085E63155955FEE397449D386453F6C452AE407B8743"",""parentProcessGuid"":""{a56edf8c-11e8-69a4-8103-000000000c00}"",""parentProcessId"":""292"",""parentImage"":""C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe"",""parentCommandLine"":""\\\""C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe\\\"""",""parentUser"":""DESKTOP-78VO0O1\\\\sysmo""}}}"
2026-04-09T13:16:45.243-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:21:45.435-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:26:45.580-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:31:45.790-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:36:46.028-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:47:25.954-0400,AD,013,192.168.0.165,9,19011,CIS Microsoft Windows Server 2022 Benchmark v2.0.0: Ensure 'Enforce password history' is set to '24 or more password(s)'.: Status changed from passed to failed,sca,,
2026-04-09T13:47:25.999-0400,AD,013,192.168.0.165,9,19011,"CIS Microsoft Windows Server 2022 Benchmark v2.0.0: Ensure 'Maximum password age' is set to '365 or fewer days, but not 0'.: Status changed from passed to failed",sca,,
2026-04-09T13:47:26.016-0400,AD,013,192.168.0.165,9,19011,CIS Microsoft Windows Server 2022 Benchmark v2.0.0: Ensure 'Minimum password age' is set to '1 or more day(s)'.: Status changed from passed to failed,sca,,
2026-04-09T13:47:26.125-0400,AD,013,192.168.0.165,9,19011,"CIS Microsoft Windows Server 2022 Benchmark v2.0.0: Ensure 'Account lockout threshold' is set to '5 or fewer invalid logon attempt(s), but not 0'.: Status changed from passed to failed",sca,,
2026-04-09T13:47:39.037-0400,AD,013,192.168.0.165,7,19004,SCA summary: CIS Microsoft Windows Server 2022 Benchmark v2.0.0: Score less than 50% (30),sca,,
2026-04-09T13:47:43.225-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:48:18.799-0400,AD,013,192.168.0.165,7,19004,SCA summary: CIS Microsoft Windows Server 2022 Benchmark v2.0.0: Score less than 50% (31),sca,,
2026-04-09T13:48:52.706-0400,AD,013,192.168.0.165,7,60776,SessionEnv was unavailable to handle a critical notification event.,EventChannel,,
2026-04-09T13:49:18.264-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:49:36.078-0400,AD,013,192.168.0.165,9,60602,Windows application error event.,EventChannel,,
2026-04-09T13:52:12.870-0400,sousou,008,192.168.0.163,10,2502,syslog: User missed the password more than one time,journald,192.168.0.162,Apr 09 09:47:07 syrine-virtual-machine sshd[16337]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162  user=root
2026-04-09T13:52:12.971-0400,sousou,008,192.168.0.163,7,533,Listened ports status (netstat) changed (new port opened or closed).,netstat listening ports,,"ossec: output: 'netstat listening ports':
tcp 0.0.0.0:22 0.0.0.0:* /usr
tcp6 :::22 :::* /usr
tcp 127.0.0.53:53 0.0.0.0:* 634/systemd-resolve
udp 127.0.0.53:53 0.0.0.0:* 634/systemd-resolve
tcp 0.0.0.0:80 0.0.0.0:* 3687/nginx
tcp6 :::80 :::* 3687/nginx
tcp 127.0.0.1:631 0.0.0.0:* 16241/cupsd
tcp6 ::1:631 :::* 16241/cupsd
udp 0.0.0.0:631 0.0.0.0:* 16243/cups-browsed
udp 0.0.0.0:5353 0.0.0.0:* 698/avahi-daemon
udp6 :::5353 :::* 698/avahi-daemon
tcp 0.0.0.0:8081 0.0.0.0:* 3687/nginx
tcp 0.0.0.0:8082 0.0.0.0:* 3687/nginx
udp6 :::35660 :::* 698/avahi-daemon
udp 0.0.0.0:57786 0.0.0.0:* 698/avahi-daemon"
2026-04-09T13:52:13.030-0400,sousou,008,192.168.0.163,7,2904,Dpkg (Debian Package) half configured.,/var/log/dpkg.log,,2026-04-09 05:51:49 status half-configured sshpass:amd64 1.09-1
2026-04-09T13:52:13.031-0400,sousou,008,192.168.0.163,7,2904,Dpkg (Debian Package) half configured.,/var/log/dpkg.log,,2026-04-09 05:51:49 status half-configured man-db:amd64 2.10.2-1
2026-04-09T13:52:13.031-0400,sousou,008,192.168.0.163,7,2902,New dpkg (Debian Package) installed.,/var/log/dpkg.log,,2026-04-09 05:51:49 status installed sshpass:amd64 1.09-1
2026-04-09T13:52:13.031-0400,sousou,008,192.168.0.163,7,2902,New dpkg (Debian Package) installed.,/var/log/dpkg.log,,2026-04-09 05:51:50 status installed man-db:amd64 2.10.2-1
2026-04-09T13:52:13.707-0400,sousou,008,192.168.0.163,10,2502,syslog: User missed the password more than one time,journald,,Apr 09 10:12:28 syrine-virtual-machine sshd[17367]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
2026-04-09T13:52:13.841-0400,sousou,008,192.168.0.163,10,5763,sshd: brute force trying to get access to the system. Authentication failed.,journald,192.168.0.162,Apr 09 11:33:46 syrine-virtual-machine sshd[17473]: Failed password for root from 192.168.0.162 port 55334 ssh2
2026-04-09T13:52:13.884-0400,sousou,008,192.168.0.163,10,5551,PAM: Multiple failed logins in a small period of time.,journald,192.168.0.162,Apr 09 11:33:50 syrine-virtual-machine sshd[17524]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162  user=root
2026-04-09T13:52:13.940-0400,sousou,008,192.168.0.163,10,5551,PAM: Multiple failed logins in a small period of time.,journald,192.168.0.162,Apr 09 11:34:06 syrine-virtual-machine sshd[17542]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162  user=root
2026-04-09T13:52:14.049-0400,sousou,008,192.168.0.163,10,5551,PAM: Multiple failed logins in a small period of time.,journald,192.168.0.162,Apr 09 11:38:25 syrine-virtual-machine sshd[17593]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162  user=syrine
2026-04-09T13:52:14.083-0400,sousou,008,192.168.0.163,10,5551,PAM: Multiple failed logins in a small period of time.,journald,192.168.0.162,Apr 09 11:38:48 syrine-virtual-machine sshd[17609]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162  user=syrine
2026-04-09T13:52:14.111-0400,sousou,008,192.168.0.163,10,5712,sshd: brute force trying to get access to the system. Non existent user.,journald,192.168.0.162,Apr 09 11:41:43 syrine-virtual-machine sshd[17634]: Invalid user diablo from 192.168.0.162 port 34200
2026-04-09T13:52:14.167-0400,sousou,008,192.168.0.163,10,5551,PAM: Multiple failed logins in a small period of time.,journald,192.168.0.162,Apr 09 11:41:44 syrine-virtual-machine sshd[17640]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
2026-04-09T13:52:14.228-0400,sousou,008,192.168.0.163,10,5551,PAM: Multiple failed logins in a small period of time.,journald,192.168.0.162,Apr 09 11:41:44 syrine-virtual-machine sshd[17652]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
2026-04-09T13:52:14.642-0400,sousou,008,192.168.0.163,10,2502,syslog: User missed the password more than one time,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17636]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
2026-04-09T13:52:14.642-0400,sousou,008,192.168.0.163,8,5758,Maximum authentication attempts exceeded.,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17636]: error: maximum authentication attempts exceeded for invalid user diablo from 192.168.0.162 port 34218 ssh2 [preauth]
2026-04-09T13:52:14.646-0400,sousou,008,192.168.0.163,8,5758,Maximum authentication attempts exceeded.,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17637]: error: maximum authentication attempts exceeded for invalid user diablo from 192.168.0.162 port 34226 ssh2 [preauth]
2026-04-09T13:52:14.662-0400,sousou,008,192.168.0.163,10,2502,syslog: User missed the password more than one time,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17637]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
2026-04-09T13:52:14.662-0400,sousou,008,192.168.0.163,8,5758,Maximum authentication attempts exceeded.,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17640]: error: maximum authentication attempts exceeded for invalid user diablo from 192.168.0.162 port 34248 ssh2 [preauth]
2026-04-09T13:52:14.662-0400,sousou,008,192.168.0.163,10,2502,syslog: User missed the password more than one time,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17640]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
2026-04-09T13:52:14.664-0400,sousou,008,192.168.0.163,8,5758,Maximum authentication attempts exceeded.,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17643]: error: maximum authentication attempts exceeded for invalid user diablo from 192.168.0.162 port 34270 ssh2 [preauth]
2026-04-09T13:52:14.682-0400,sousou,008,192.168.0.163,10,2502,syslog: User missed the password more than one time,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17643]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
2026-04-09T13:52:14.682-0400,sousou,008,192.168.0.163,10,2502,syslog: User missed the password more than one time,journald,,Apr 09 11:41:59 syrine-virtual-machine sshd[17642]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.0.162
